Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,MCS Internal
High Voltage:,650
Conversion Gain:,1024
Coarse Gain:,1
Fine Gain:,1.73
Upper Discriminator:,731
Lower Discriminator:,591
Calibration Coefficients:Elapsed Real Time:,0.0
Elapsed Live Time:,0.0
Start Time:,February 17, 2025, 03:09:06
End Time:,February 17, 2025, 03:09:47
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,36,38,168,12,0,37
2,96,206,5336,-215,0,151
3,299,300,94,-2,0,299

Channel Data:
Channel,Energy,Counts
610,,35
611,,65
612,,41
613,,64
614,,47
615,,35
616,,49
617,,46
618,,48
619,,47
620,,41
621,,44
622,,56
623,,45
624,,51
625,,55
626,,40
627,,42
628,,54
629,,73
630,,48
631,,46
632,,38
633,,52
634,,44
635,,51
636,,50
637,,50
638,,37
639,,47
640,,42
641,,49
642,,34
643,,41
644,,42
645,,42
646,,52
647,,56
648,,45
649,,58
650,,53
651,,44
652,,57
653,,41
654,,44
655,,42
656,,44
657,,47
658,,39
659,,58
660,,57
661,,61
662,,41
663,,44
664,,37
665,,47
666,,45
667,,47
668,,45
669,,37
670,,53
671,,43
672,,50
673,,46
674,,41
675,,47
676,,55
677,,48
678,,50
679,,48
680,,63
681,,57
682,,49
683,,42
684,,53
685,,44
686,,44
687,,47
688,,44
689,,52
690,,46
691,,49
692,,55
693,,43
694,,49
695,,37
696,,60
697,,41
698,,62
699,,38
700,,42
701,,46
702,,48
703,,48
704,,38
705,,43
706,,36
707,,57
708,,39
709,,46
710,,44
711,,39
712,,43
713,,40
714,,49
715,,49
716,,47
717,,49
718,,55
719,,36
720,,61
721,,48
722,,50
723,,43
724,,44
725,,41
726,,46
727,,46
728,,44
729,,43
730,,47
731,,47
732,,45
733,,46
734,,59
735,,53
736,,43
737,,47
738,,48
739,,63
740,,47
741,,52
742,,51
743,,50
744,,47
745,,54
746,,51
747,,49
748,,43
749,,55
750,,38
751,,35
752,,42
753,,40
754,,43
755,,53
756,,38
757,,57
758,,47
759,,40
760,,56
761,,54
762,,51
763,,52
764,,56
765,,46
766,,37
767,,50
768,,43
769,,40
770,,42
771,,37
772,,47
773,,52
774,,49
775,,50
776,,41
777,,41
778,,47
779,,44
780,,47
781,,39
782,,47
783,,53
784,,46
785,,51
786,,51
787,,48
788,,47
789,,47
790,,56
791,,54
792,,47
793,,44
794,,51
795,,53
796,,52
797,,47
798,,44
799,,38
800,,43
801,,59
802,,43
803,,50
804,,49
805,,54
806,,57
807,,49
808,,51
809,,58
810,,49
811,,46
812,,52
813,,51
814,,46
815,,55
816,,50
817,,38
818,,47
819,,51
820,,51
821,,43
822,,40
823,,50
824,,53
825,,43
826,,36
827,,41
828,,33
829,,53
830,,45
831,,47
832,,38
833,,50
834,,44
835,,56
836,,38
837,,41
838,,56
839,,40
840,,49
841,,42
842,,46
843,,55
844,,47
845,,39
846,,47
847,,38
848,,50
849,,45
850,,47
851,,34
852,,49
853,,53
854,,48
855,,51
856,,39
857,,44
858,,52
859,,59
860,,32
861,,50
862,,56
863,,43
864,,49
865,,54
866,,55
867,,46
868,,58
869,,45
870,,52
871,,44
872,,45
873,,49
874,,57
875,,63
876,,53
877,,43
878,,44
879,,48
880,,51
881,,64
882,,48
883,,43
884,,53
885,,49
886,,42
887,,60
888,,57
889,,61
890,,39
891,,55
892,,43
893,,48
894,,58
895,,49
896,,46
897,,55
898,,46
899,,68
900,,50
901,,51
902,,35
903,,63
904,,60
905,,60
906,,46
907,,49
908,,41
909,,39
910,,50
911,,63
912,,57
913,,52
914,,37
915,,44
916,,55
917,,43
918,,38
919,,41
920,,54
921,,43
922,,53
923,,52
924,,43
925,,45
926,,50
927,,54
928,,49
929,,52
930,,49
931,,50
932,,48
933,,39
934,,47
935,,60
936,,50
937,,56
938,,51
939,,44
940,,47
941,,50
942,,40
943,,67
944,,47
945,,43
946,,47
947,,51
948,,44
949,,48
950,,32
951,,48
952,,46
953,,47
954,,36
955,,42
956,,45
957,,42
958,,60
959,,41
960,,55
961,,44
962,,41
963,,46
964,,63
965,,53
966,,50
967,,45
968,,28
969,,51
970,,49
971,,63
972,,39
973,,57
974,,43
975,,45
976,,55
977,,32
978,,47
979,,45
980,,55
981,,40
982,,57
983,,51
984,,56
985,,49
986,,58
987,,52
988,,42
989,,56
990,,42
991,,51
992,,52
993,,50
994,,44
995,,54
996,,47
997,,47
998,,48
999,,51
1000,,53
1001,,56
1002,,39
1003,,49
1004,,53
1005,,60
1006,,50
1007,,40
1008,,49
1009,,43
1010,,48
1011,,54
1012,,40
1013,,50
1014,,37
1015,,44
1016,,44
1017,,46
1018,,48
1019,,58
1020,,59
1021,,70
1022,,48
1023,,48
